CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Churn_Probability,Risk_Level,CustomerId
663,33,8,122528.18,1,1,0,196260.3,0,False,True,False,0.08,Low,15593973
549,45,3,143734.01,2,1,1,96404.38,0,True,False,False,0.28,Low,15647301
675,32,2,155663.31,1,1,0,97658.66,0,False,False,False,0.02,Low,15750258
669,35,7,0.0,1,1,1,49108.23,1,False,False,False,0.65,Medium,15685309
571,34,1,101736.66,1,0,1,195651.66,0,True,False,False,0.09,Low,15628205
500,37,9,125822.21,1,1,0,111698.0,0,False,True,True,0.07,Low,15733974
628,37,0,0.0,2,1,1,171707.93,0,False,False,True,0.0,,15762110
559,34,4,0.0,2,1,1,66721.98,0,False,False,True,0.0,,15706899
769,27,2,0.0,1,1,1,57876.05,0,False,False,False,0.03,Low,15732660
733,31,6,157791.07,2,0,0,177994.81,0,True,False,True,0.04,Low,15656121
750,22,5,0.0,2,0,1,105125.65,0,False,False,True,0.02,Low,15614220
583,42,4,0.0,2,1,0,17439.66,0,False,False,False,0.02,Low,15645269
468,42,9,181627.14,2,1,0,172668.39,0,True,False,True,0.05,Low,15698510
727,57,1,109679.72,1,0,1,753.37,0,False,True,False,0.11,Low,15569247
618,37,5,96652.86,1,1,0,98686.4,1,False,False,False,0.65,Medium,15566251
617,40,5,190008.32,2,1,1,107047.92,0,False,False,True,0.03,Low,15716134
793,41,9,0.0,2,1,0,152153.74,0,False,True,True,0.07,Low,15763625
630,43,9,0.0,2,1,1,34338.04,0,False,False,True,0.01,Low,15605965
765,43,4,148962.76,1,0,1,173878.87,1,True,False,True,0.3,Low,15694821
546,28,8,0.0,1,1,0,159254.29,0,False,False,True,0.19,Low,15601688
614,30,3,131344.52,2,1,0,54776.64,0,True,False,False,0.03,Low,15575581
593,29,5,101713.84,3,1,0,134594.99,0,True,False,False,0.9,High,15671209
613,34,3,0.0,1,1,1,41724.72,0,False,True,True,0.14,Low,15616529
655,38,4,0.0,2,0,0,110527.71,0,False,False,True,0.01,Low,15773906
700,27,6,137963.07,1,0,0,8996.79,0,False,False,False,0.02,Low,15722993
826,29,4,129938.07,1,0,1,190200.53,0,False,True,False,0.08,Low,15752463
652,45,2,151421.44,1,0,1,115333.43,0,True,False,True,0.14,Low,15589754
755,45,7,135643.0,1,0,0,143619.52,1,True,False,False,0.74,High,15669899
538,39,2,122773.5,2,1,1,58467.08,0,False,True,True,0.0,,15766887
729,34,3,152303.8,1,1,0,12128.69,0,False,False,True,0.26,Low,15768006
615,49,3,0.0,2,1,1,49872.33,0,False,False,True,0.06,Low,15741295
700,54,1,79415.67,1,0,1,139735.54,0,False,True,True,0.03,Low,15811327
434,58,9,125801.03,2,1,0,60891.8,1,True,False,False,0.94,High,15690007
729,37,10,0.0,2,1,0,100862.54,0,False,True,True,0.01,Low,15690664
513,35,8,0.0,1,1,0,76640.29,1,False,False,True,0.66,Medium,15719348
755,41,6,104817.41,1,1,0,126013.58,1,False,False,True,0.77,High,15781802
615,30,9,0.0,1,1,0,87347.82,0,False,False,False,0.28,Low,15752731
747,32,5,67495.04,2,0,1,77370.37,0,True,False,False,0.01,Low,15600997
850,36,0,164850.54,1,1,1,62722.44,0,False,False,False,0.05,Low,15750776
712,49,5,154776.42,2,0,0,196257.68,0,True,False,False,0.18,Low,15723907
622,28,1,143124.63,2,1,0,81723.8,0,True,False,False,0.04,Low,15633419
548,35,10,0.0,1,1,1,31299.71,0,False,False,False,0.1,Low,15702430
607,27,2,0.0,2,1,0,63495.86,0,False,False,False,0.03,Low,15710456
653,38,8,102133.38,1,1,1,166520.96,0,False,False,False,0.06,Low,15650351
699,26,6,79932.41,1,0,0,150242.44,0,False,True,True,0.04,Low,15590820
693,40,0,120711.73,1,0,0,27345.18,1,True,False,True,0.81,High,15640454
647,43,3,122717.53,2,1,1,87000.39,0,True,False,False,0.12,Low,15697789
478,36,3,92363.3,2,1,0,44912.7,0,False,True,False,0.01,Low,15808182
705,40,5,203715.15,1,1,0,179978.68,1,False,True,False,0.88,High,15588670
719,39,5,0.0,2,1,0,145759.7,0,False,True,True,0.01,Low,15721292
726,34,9,0.0,2,0,0,14121.61,0,False,False,True,0.01,Low,15604217
626,21,1,0.0,2,1,0,66232.23,0,False,False,True,0.0,,15651369
552,49,4,0.0,1,1,1,190296.76,1,False,False,True,0.89,High,15782454
807,31,1,93460.47,2,0,0,172782.69,0,True,False,False,0.01,Low,15814032
621,34,6,0.0,2,1,1,99128.13,0,False,False,True,0.0,,15570326
651,24,7,40224.7,1,1,1,178341.33,0,True,False,False,0.05,Low,15624428
673,43,5,168069.73,1,1,1,146992.24,1,False,False,False,0.69,Medium,15755638
652,36,1,0.0,2,1,1,151314.98,0,False,False,True,0.0,,15600992
584,47,7,130538.77,1,1,0,92915.84,0,True,False,True,0.33,Medium,15755649
756,37,3,132623.6,1,1,1,58974.0,0,False,False,True,0.01,Low,15795228
670,35,3,103465.02,2,1,1,174627.06,0,False,False,False,0.02,Low,15589257
765,50,9,126547.8,1,1,1,79579.94,1,False,False,False,0.74,High,15719302
528,30,2,128262.72,2,1,0,50771.16,0,False,False,True,0.04,Low,15639882
701,40,5,169742.64,1,1,1,153537.55,1,False,False,True,0.73,High,15791279
797,29,1,0.0,2,1,1,132975.39,0,False,False,False,0.01,Low,15636935
639,27,3,150795.81,1,0,1,85208.93,0,True,False,True,0.05,Low,15686909
785,61,4,129855.72,2,1,0,170214.82,1,False,True,False,0.9,High,15589572
363,28,6,146098.43,3,1,0,100615.14,1,False,True,False,0.96,High,15779947
764,24,7,0.0,2,1,0,186105.99,0,False,False,False,0.02,Low,15573769
676,43,2,0.0,1,1,1,55119.53,0,False,False,False,0.21,Low,15578866
718,28,4,65643.3,1,1,0,28760.99,0,True,False,True,0.04,Low,15739131
590,34,6,0.0,2,1,0,171021.44,0,False,True,False,0.0,,15813444
584,38,9,104584.16,1,1,0,176678.72,0,False,False,True,0.06,Low,15678058
645,41,7,0.0,1,0,1,28667.56,0,False,False,True,0.23,Low,15769169
772,30,6,99785.28,2,0,0,197238.03,0,True,False,True,0.06,Low,15804602
399,46,2,127655.22,1,1,0,139994.68,1,True,False,True,0.92,High,15651052
529,22,5,0.0,1,1,0,151169.83,0,False,False,True,0.04,Low,15724334
463,35,2,101257.16,1,1,1,118113.64,0,False,False,True,0.01,Low,15569451
630,40,7,0.0,2,1,1,34453.17,0,False,False,False,0.0,,15650098
780,76,10,121313.88,1,0,1,64872.33,0,False,False,True,0.02,Low,15724307
584,32,5,0.0,2,1,0,10956.82,0,False,True,True,0.01,Low,15599268
752,30,4,81523.38,1,1,1,36885.85,0,True,False,True,0.0,,15594864
697,47,6,128252.66,1,1,1,168053.4,0,False,False,False,0.31,Medium,15616451
850,32,7,0.0,2,0,0,155227.0,0,False,False,False,0.02,Low,15715667
711,51,7,0.0,3,1,0,38409.79,1,False,False,True,0.79,High,15658969
452,32,5,0.0,2,0,1,75279.39,0,False,False,False,0.01,Low,15738174
610,42,6,0.0,2,1,0,158302.59,1,False,True,True,0.7,Medium,15813590
694,22,4,0.0,2,1,1,11525.72,0,False,False,False,0.02,Low,15624229
579,33,6,0.0,1,1,0,94993.04,1,False,True,True,0.68,Medium,15674148
745,54,8,0.0,1,1,0,173912.29,1,False,True,False,0.94,High,15625080
572,33,5,0.0,1,0,1,41139.05,0,False,False,True,0.06,Low,15682528
505,29,3,145541.56,2,1,1,58019.95,0,True,False,True,0.04,Low,15696900
706,23,5,0.0,1,0,0,164128.41,1,False,False,False,0.69,Medium,15730038
693,44,5,124601.58,2,1,1,46998.13,1,True,False,True,0.78,High,15812272
725,33,7,115182.84,2,1,1,177279.41,0,True,False,False,0.05,Low,15654654
791,37,2,163789.49,2,1,0,75832.53,0,False,False,True,0.01,Low,15697625
536,46,1,65733.41,1,1,0,61094.53,0,False,False,True,0.65,Medium,15616280
699,47,1,0.0,2,0,1,30117.44,0,False,True,True,0.03,Low,15654229
500,47,8,128486.11,1,1,0,179227.12,0,False,True,False,0.5,Medium,15628298
707,53,6,109663.47,1,1,1,52110.45,0,False,True,False,0.07,Low,15733387
531,42,6,88324.31,2,1,0,75248.75,0,True,False,False,0.03,Low,15775572
557,28,7,146445.24,2,1,0,184317.74,0,False,False,False,0.03,Low,15613844
659,38,3,0.0,2,1,0,158553.1,0,False,False,False,0.0,,15578515
575,31,6,0.0,2,1,1,95686.42,0,False,True,False,0.0,,15607598
775,36,2,109949.05,2,0,1,71682.54,0,True,False,True,0.04,Low,15742480
772,30,4,78653.05,1,1,0,1790.48,0,False,True,True,0.03,Low,15749482
587,46,9,107850.82,1,1,0,139431.0,1,True,False,True,0.94,High,15607537
667,39,4,83765.35,2,1,0,118358.54,0,True,False,False,0.05,Low,15575410
771,66,7,143773.07,1,1,1,130827.88,0,False,False,False,0.03,Low,15684865
523,63,6,116227.27,1,1,1,119404.63,0,True,False,True,0.16,Low,15600700
662,33,0,103471.52,1,1,1,162703.0,0,True,False,True,0.05,Low,15774155
717,42,5,0.0,2,1,0,172665.21,0,False,False,True,0.0,,15634267
746,24,3,137492.35,2,0,1,170142.09,0,False,False,True,0.01,Low,15619626
569,28,7,0.0,2,1,0,73977.23,0,False,False,True,0.0,,15660422
579,36,9,129829.59,1,1,1,60906.12,0,False,False,True,0.02,Low,15617934
519,21,1,146329.57,2,1,1,194867.27,0,False,False,False,0.02,Low,15760774
696,30,4,114027.7,1,1,1,193716.56,0,True,False,True,0.05,Low,15813132
693,25,6,146580.69,1,0,1,14633.35,0,True,False,True,0.1,Low,15593331
587,38,0,132122.42,2,0,0,31730.32,0,True,False,False,0.12,Low,15616709
626,44,10,81553.93,1,1,0,20063.63,1,False,False,False,0.37,Medium,15658052
666,66,7,0.0,2,1,1,99792.82,0,False,False,False,0.0,,15721189
512,24,6,0.0,2,1,0,37654.31,0,False,False,True,0.0,,15711288
689,28,3,0.0,2,1,1,192449.02,0,False,True,False,0.0,,15770030
803,26,4,0.0,2,1,1,181208.47,0,False,False,False,0.0,,15803681
548,32,5,175214.71,1,1,1,155165.61,0,True,False,True,0.04,Low,15702789
588,40,10,125534.51,1,1,0,121504.18,1,True,False,False,0.83,High,15814930
693,68,4,97705.99,1,1,1,61569.07,0,False,False,True,0.0,,15658306
499,55,4,126817.65,2,1,0,123269.71,0,True,False,False,0.76,High,15699523
628,46,1,46870.43,4,1,0,31272.14,1,False,False,False,0.91,High,15610383
624,46,3,0.0,2,1,1,62825.03,0,False,True,True,0.01,Low,15615032
733,42,9,120094.93,1,1,0,184056.45,0,False,False,True,0.09,Low,15781989
628,38,3,0.0,2,1,1,48924.73,0,False,False,False,0.0,,15647402
633,33,3,0.0,2,1,0,191111.02,0,False,False,False,0.02,Low,15740494
559,36,1,104356.94,2,0,1,54184.06,0,True,False,False,0.03,Low,15701265
704,27,5,147004.34,1,1,0,64381.33,1,True,False,True,0.69,Medium,15743532
744,38,6,73023.17,2,1,0,78770.86,0,True,False,True,0.11,Low,15794870
665,40,1,173432.55,1,0,1,116766.79,0,False,True,False,0.05,Low,15747591
638,42,7,165679.92,1,0,0,32916.29,0,False,False,False,0.25,Low,15726557
837,31,9,104678.62,1,0,1,50972.6,0,False,True,True,0.01,Low,15732199
534,55,8,116973.26,3,1,0,122066.5,1,False,False,False,1.0,High,15662291
548,36,3,0.0,1,1,0,65996.9,0,False,False,False,0.08,Low,15749050
837,38,2,126732.85,1,1,1,79577.38,0,True,False,True,0.08,Low,15781586
658,44,6,148481.09,1,1,0,130529.13,0,False,False,False,0.08,Low,15617078
554,38,4,137654.05,2,1,1,172629.67,0,False,False,False,0.05,Low,15723339
724,30,7,115315.04,1,1,0,15216.53,0,True,False,True,0.08,Low,15671322
723,42,2,99095.73,1,1,1,17512.53,0,False,False,True,0.06,Low,15793854
585,39,7,165610.41,2,0,0,131852.01,0,True,False,False,0.04,Low,15756539
474,33,5,0.0,2,1,0,181945.52,1,False,False,True,0.69,Medium,15612064
562,32,6,161628.66,1,1,0,91482.5,0,False,True,True,0.03,Low,15625916
719,32,9,146605.27,1,1,1,77119.45,0,False,False,True,0.0,,15683195
635,37,5,113488.68,1,1,0,95611.74,1,True,False,True,0.6,Medium,15690182
743,42,7,77002.2,2,1,1,80428.42,0,False,False,True,0.09,Low,15721719
681,67,7,0.0,2,0,1,163714.92,0,False,True,True,0.02,Low,15641690
521,39,6,0.0,2,0,1,27375.15,0,False,False,False,0.0,,15634896
741,25,4,0.0,2,1,1,73873.65,0,False,True,True,0.02,Low,15671590
790,46,8,182364.53,1,0,0,139266.48,1,False,True,True,0.75,High,15779182
622,35,8,0.0,2,1,1,131772.51,0,False,False,True,0.0,,15778287
669,45,7,149364.58,1,0,1,173454.07,0,False,False,True,0.06,Low,15609510
583,59,7,127450.14,1,0,1,67552.71,0,False,False,True,0.04,Low,15742229
520,63,5,162278.32,1,1,1,34765.33,0,False,True,False,0.29,Low,15658532
579,37,5,152212.88,2,0,0,120219.14,0,False,True,True,0.07,Low,15590993
698,39,9,161993.89,1,0,0,90212.38,0,False,True,False,0.07,Low,15565701
548,39,7,131468.44,1,1,0,164975.82,0,False,True,True,0.13,Low,15597239
672,40,10,102980.44,1,1,0,1285.81,1,True,False,True,0.82,High,15688880
653,31,9,143321.97,1,1,0,83679.46,0,True,False,True,0.17,Low,15813917
734,37,2,130404.92,1,0,0,34548.74,0,False,True,False,0.05,Low,15679611
794,41,7,0.0,2,1,1,74275.08,0,False,False,False,0.02,Low,15636589
641,30,2,87505.47,2,0,1,7278.57,0,False,False,True,0.02,Low,15687752
824,30,0,133634.02,1,1,1,162053.92,0,False,False,True,0.01,Low,15584363
534,33,3,151233.62,1,0,0,199336.63,0,False,True,False,0.16,Low,15737748
653,55,2,70263.83,1,0,1,62347.71,0,False,True,True,0.08,Low,15803365
498,34,5,0.0,2,1,1,91711.66,0,False,False,True,0.04,Low,15793247
683,30,10,57657.49,1,0,0,79240.9,0,False,False,True,0.03,Low,15572360
618,42,8,153572.31,2,1,1,76679.6,0,True,False,True,0.01,Low,15795166
538,37,1,134752.08,1,1,0,162511.55,0,False,False,True,0.03,Low,15724620
643,34,3,83132.09,1,1,1,21360.88,0,False,True,True,0.0,,15800856
428,31,2,0.0,2,1,0,54487.43,0,False,False,False,0.01,Low,15671097
593,32,9,134096.53,2,1,0,53931.05,1,True,False,False,0.64,Medium,15683930
718,31,0,118100.59,2,1,0,103165.15,0,False,False,False,0.05,Low,15749004
811,52,10,76915.4,1,0,0,146359.81,1,True,False,True,0.9,High,15800434
823,46,3,81576.75,1,1,1,28370.95,1,False,True,False,0.69,Medium,15709117
645,49,2,0.0,2,0,0,10023.15,0,False,True,True,0.03,Low,15638806
710,33,10,118327.17,2,1,1,192928.82,0,False,False,True,0.01,Low,15662294
591,30,8,124857.69,2,0,0,50485.7,0,False,True,True,0.01,Low,15690079
748,27,2,90971.85,1,1,1,131662.47,0,True,False,False,0.12,Low,15759317
850,37,7,153147.75,1,1,1,152235.3,0,False,False,False,0.05,Low,15750497
542,38,8,65942.26,1,1,1,68093.23,1,False,False,True,0.68,Medium,15596181
809,38,3,0.0,2,1,1,80061.31,0,False,False,True,0.0,,15576602
675,54,2,0.0,1,1,0,149583.67,1,False,False,True,0.93,High,15644833
607,27,5,100912.19,1,0,0,7631.27,0,False,True,False,0.08,Low,15734634
850,31,4,0.0,2,1,1,33082.81,0,False,False,False,0.0,,15808689
789,37,3,0.0,1,1,0,121883.87,1,False,False,True,0.73,High,15720702
598,43,5,0.0,3,1,1,100722.72,1,False,False,False,0.73,High,15665077
756,41,2,124439.49,2,0,1,47093.11,0,True,False,True,0.04,Low,15763612
687,47,7,0.0,2,1,1,177624.01,0,False,False,False,0.02,Low,15596493
724,40,6,0.0,2,0,0,106149.48,0,False,False,True,0.02,Low,15704483
700,44,2,58781.76,1,1,0,16874.92,0,False,False,False,0.14,Low,15598846
635,50,7,159453.64,2,0,0,54560.79,1,False,True,True,0.82,High,15629244
687,26,2,142721.52,1,1,1,153605.75,0,True,False,True,0.03,Low,15765537
613,46,8,167795.6,1,0,1,44390.38,0,False,False,False,0.09,Low,15729975
781,38,3,128345.69,2,1,0,63218.85,0,False,False,False,0.06,Low,15682773
703,20,3,165260.98,1,1,1,41626.78,0,False,True,True,0.02,Low,15688007
593,62,3,118233.81,1,0,1,24765.53,1,True,False,False,0.6,Medium,15574331
743,40,6,0.0,1,1,0,28280.8,1,False,False,False,0.83,High,15645572
640,46,8,0.0,2,1,0,89043.19,0,False,True,False,0.09,Low,15742854
849,37,7,143452.74,2,1,1,17294.12,0,True,False,True,0.02,Low,15575417
778,38,3,145018.49,2,1,1,126702.41,0,False,False,True,0.01,Low,15796721
539,38,8,82407.51,1,1,0,13123.41,0,True,False,False,0.12,Low,15734942
489,28,1,79460.98,2,1,1,167973.63,0,True,False,True,0.01,Low,15664772
568,43,9,0.0,1,1,0,125870.79,1,False,True,False,0.72,High,15576683
618,38,5,126473.99,1,1,0,91972.49,0,False,True,True,0.05,Low,15682563
710,30,10,133537.1,2,1,0,155593.74,0,True,False,False,0.04,Low,15650889
625,52,5,164978.01,1,1,1,67788.49,0,False,False,True,0.08,Low,15612108
682,46,7,128029.72,1,1,1,62615.35,0,False,True,True,0.13,Low,15761132
727,43,2,97403.18,1,1,1,107415.02,1,False,True,True,0.64,Medium,15645511
794,41,7,176845.41,3,1,0,166526.26,1,False,False,False,0.93,High,15609824
652,71,4,0.0,1,1,1,120107.1,0,False,True,True,0.07,Low,15640268
670,42,3,81589.04,1,1,0,188227.8,0,False,True,True,0.16,Low,15645778
460,40,6,119507.58,2,1,0,91560.63,1,True,False,False,0.72,High,15691104
568,26,6,0.0,2,0,0,166495.2,0,False,True,False,0.0,,15714567
643,30,5,94443.77,1,1,1,165614.4,0,False,False,True,0.01,Low,15777826
521,37,2,0.0,2,1,1,86372.24,0,False,False,True,0.04,Low,15668445
615,32,7,92199.84,1,1,1,2755.53,0,False,False,True,0.0,,15576162
575,43,3,0.0,1,1,0,83594.51,0,False,True,True,0.25,Low,15778135
717,41,3,135756.96,1,1,1,103706.41,0,False,False,False,0.02,Low,15613141
648,54,9,120633.42,1,0,0,5924.38,1,False,False,False,0.81,High,15635435
535,48,5,134542.73,1,1,1,58203.67,1,True,False,True,0.8,High,15596552
626,29,7,0.0,2,1,0,49361.84,0,False,True,True,0.0,,15623644
611,52,7,0.0,1,0,1,73585.18,1,False,True,True,0.73,High,15683403
734,39,6,0.0,1,1,1,95135.27,0,False,True,True,0.08,Low,15615029
709,49,4,154344.49,2,1,1,38794.57,0,False,False,True,0.1,Low,15769005
591,43,3,0.0,2,0,1,198926.36,0,False,False,True,0.08,Low,15746326
664,43,9,189026.53,2,1,1,56099.86,0,False,False,True,0.1,Low,15722364
431,37,0,120764.08,1,1,1,117023.08,0,False,False,True,0.09,Low,15704954
647,22,3,97975.82,2,0,1,62083.0,0,True,False,False,0.07,Low,15694409
578,32,4,0.0,2,1,1,141822.8,0,False,False,True,0.0,,15754068
555,41,10,113270.2,2,1,1,185387.14,0,True,False,True,0.01,Low,15683841
775,30,4,0.0,2,0,1,57461.13,0,False,True,True,0.0,,15789095
850,39,3,124548.99,2,1,1,120380.12,0,True,False,True,0.03,Low,15719958
625,43,8,201696.07,1,1,0,133020.9,1,False,False,True,0.83,High,15689514
645,37,7,0.0,2,1,0,13589.93,0,False,True,False,0.0,,15621353
608,44,7,114203.47,1,1,1,77830.36,1,True,False,True,0.72,High,15627232
689,31,4,0.0,2,1,1,136610.02,0,False,True,False,0.0,,15745843
652,50,8,125437.64,1,1,1,17160.94,1,True,False,True,0.63,Medium,15722902
769,26,7,0.0,2,1,0,176843.53,0,False,False,False,0.02,Low,15791767
611,43,8,64897.75,1,1,0,114996.33,0,False,False,False,0.17,Low,15792722
489,38,8,0.0,2,0,1,196990.79,0,False,False,True,0.05,Low,15723006
528,46,9,135555.66,1,1,0,133146.03,1,True,False,False,0.83,High,15771942
632,44,3,107764.75,1,1,0,185667.72,0,False,False,True,0.14,Low,15774738
429,27,6,117307.44,2,1,1,24020.49,0,False,False,False,0.03,Low,15574004
457,41,8,73700.12,3,1,1,185750.02,1,False,False,True,0.91,High,15587233
768,44,6,60603.4,1,1,1,178045.97,0,False,True,False,0.1,Low,15808228
715,35,4,40169.88,2,1,1,199857.47,0,False,True,False,0.02,Low,15682834
668,32,10,92041.87,1,1,1,43595.9,0,True,False,False,0.04,Low,15571752
625,26,3,130483.95,1,1,0,122810.53,0,True,False,True,0.02,Low,15743067
846,41,5,0.0,3,1,0,3440.47,1,False,False,False,0.85,High,15714466
661,42,3,0.0,2,1,0,35989.41,0,False,True,False,0.05,Low,15617982
571,23,10,151097.28,1,0,1,17163.75,0,False,False,False,0.12,Low,15696637
582,46,8,67563.31,1,1,0,44506.09,1,False,True,False,0.78,High,15690647
716,35,8,112808.18,1,0,1,17848.3,0,False,False,False,0.01,Low,15672756
758,42,7,0.0,2,0,1,76209.56,0,False,False,False,0.02,Low,15704586
725,66,4,86459.8,1,1,1,141476.56,0,False,False,True,0.01,Low,15674526
630,40,0,118633.08,1,0,1,60032.46,1,False,False,False,0.77,High,15775295
627,55,2,159441.27,1,1,0,100686.11,1,False,False,False,0.97,High,15684196
653,27,9,0.0,2,1,0,96429.29,0,False,False,False,0.01,Low,15727281
775,38,4,125212.65,2,1,1,15795.88,1,True,False,False,0.69,Medium,15787835
794,45,8,88656.37,2,1,0,116547.31,0,False,True,True,0.27,Low,15730540
831,32,2,146033.62,1,1,0,191260.74,0,False,False,False,0.23,Low,15646276
561,29,9,120268.13,1,1,1,173870.39,0,False,False,True,0.03,Low,15582180
705,46,7,0.0,2,1,0,117273.35,0,False,True,True,0.0,,15697095
636,33,0,0.0,1,1,0,92277.47,1,False,True,False,0.72,High,15748797
487,46,4,135070.58,2,1,1,44244.49,1,True,False,False,0.73,High,15754796
693,38,3,0.0,2,0,0,78133.48,1,False,False,False,0.59,Medium,15628947
517,29,5,0.0,2,1,0,103402.88,0,False,True,False,0.02,Low,15775546
684,27,9,122550.05,2,0,1,137835.82,0,False,False,False,0.05,Low,15670481
620,43,2,0.0,2,1,0,20670.1,0,False,True,False,0.06,Low,15619029
757,29,8,130306.49,1,1,0,77469.38,0,False,False,True,0.06,Low,15613282
739,27,6,0.0,1,1,1,57572.38,0,False,False,False,0.04,Low,15721487
662,41,4,90350.77,1,1,0,75884.65,1,False,True,False,0.61,Medium,15797276
359,44,6,128747.69,1,1,0,146955.71,1,False,False,False,0.89,High,15612494
572,23,2,126873.52,1,0,1,67040.12,0,False,True,True,0.15,Low,15629617
721,69,2,108424.19,1,1,1,178418.35,0,False,False,True,0.02,Low,15600821
707,32,9,0.0,2,0,0,30807.02,0,False,False,True,0.0,,15579062
444,40,5,84350.07,1,1,0,143835.76,0,False,False,False,0.15,Low,15814268
523,73,7,0.0,2,0,0,130883.9,1,False,False,False,0.81,High,15710164
685,30,4,84958.6,2,0,1,194343.72,0,True,False,False,0.02,Low,15693904
673,29,4,99097.36,1,1,1,9796.69,0,True,False,False,0.04,Low,15588986
503,30,10,136622.55,2,0,0,47310.24,0,True,False,True,0.22,Low,15797733
485,30,5,156771.68,1,1,1,141148.21,0,True,False,False,0.02,Low,15620507
799,28,7,167658.33,2,1,1,111138.25,0,True,False,True,0.07,Low,15685150
585,33,8,0.0,2,1,0,114182.07,0,False,True,False,0.01,Low,15667651
607,24,2,109483.54,2,0,1,127560.77,0,True,False,False,0.01,Low,15774166
521,40,9,134504.78,1,1,0,18082.06,0,True,False,False,0.67,Medium,15649280
535,44,2,114427.86,1,1,1,136330.26,0,False,False,False,0.13,Low,15705657
724,45,5,83888.54,1,0,1,34121.81,0,False,True,True,0.04,Low,15753969
520,32,5,110029.77,1,1,0,56246.69,0,True,False,True,0.2,Low,15742378
696,41,9,127523.75,1,0,1,191417.42,0,False,True,True,0.06,Low,15794874
657,30,1,139762.13,2,1,1,23317.88,0,True,False,True,0.02,Low,15589221
603,42,8,91611.12,1,0,0,144675.3,1,False,True,False,0.75,High,15596671
726,42,2,109471.79,1,0,1,175161.05,0,False,False,False,0.06,Low,15583668
591,39,4,150500.64,1,1,0,14928.8,0,False,False,False,0.15,Low,15710206
792,59,9,101609.77,1,0,0,161479.19,1,True,False,False,0.97,High,15799966
550,57,5,0.0,1,1,1,133501.94,0,False,False,True,0.17,Low,15794560
601,26,8,78892.23,1,1,1,23703.52,0,False,False,False,0.06,Low,15626485
820,29,3,82344.84,1,0,1,115985.38,0,False,False,False,0.02,Low,15703143
667,48,2,0.0,1,1,0,43229.2,0,False,False,True,0.36,Medium,15809772
573,44,4,0.0,1,1,1,94862.93,0,False,True,False,0.33,Medium,15687959
755,62,1,127706.33,2,0,1,142377.69,0,False,False,True,0.08,Low,15585282
552,41,9,124349.34,1,1,0,135635.25,0,False,False,False,0.21,Low,15714993
598,44,8,0.0,2,1,0,148487.9,0,False,True,True,0.06,Low,15596021
576,28,1,119336.29,2,0,1,58976.85,0,True,False,True,0.03,Low,15646615
670,31,9,0.0,1,0,1,76254.83,0,False,False,False,0.06,Low,15742632
504,56,9,104217.3,1,0,0,55857.48,1,True,False,True,0.89,High,15574068
778,65,7,0.0,1,1,1,77867.23,0,False,False,False,0.07,Low,15806967
558,39,10,144757.02,1,1,0,22878.16,1,True,False,True,0.9,High,15796334
627,44,6,0.0,1,1,1,114469.55,0,False,True,True,0.37,Medium,15688713
683,43,8,0.0,1,1,0,96754.8,0,False,False,True,0.18,Low,15796179
556,43,6,0.0,3,0,0,125154.57,1,False,False,False,0.96,High,15598751
583,38,10,0.0,2,0,1,113597.64,0,False,False,False,0.03,Low,15703019
705,24,7,100169.51,1,1,0,121408.55,0,False,False,False,0.01,Low,15646302
637,33,2,145731.83,1,0,1,109219.43,0,False,False,True,0.06,Low,15680855
697,56,5,110802.03,1,1,1,50230.31,1,False,True,True,0.72,High,15697311
555,46,4,120392.99,1,1,0,177719.88,1,True,False,False,0.96,High,15585367
594,26,6,135067.52,2,0,0,131211.86,0,True,False,False,0.01,Low,15726556
632,31,3,136556.44,1,1,0,82152.83,1,False,True,True,0.7,Medium,15676242
551,38,10,0.0,2,1,1,216.27,0,False,False,False,0.07,Low,15684198
687,35,3,99587.43,1,1,1,1713.1,1,False,False,False,0.65,Medium,15774882
672,53,7,0.0,1,1,1,136910.18,0,False,False,False,0.37,Medium,15714227
521,34,7,70731.07,1,1,1,20243.97,1,False,True,False,0.67,Medium,15608653
686,35,2,109342.82,2,0,1,86043.27,0,True,False,True,0.02,Low,15784280
639,28,8,0.0,2,1,0,126561.07,0,False,True,True,0.0,,15789546
850,66,4,0.0,2,0,1,64350.8,0,False,False,True,0.0,,15590320
465,25,2,78247.31,2,1,1,10472.31,0,False,False,True,0.03,Low,15678385
817,55,10,117561.49,1,1,0,95941.55,1,False,False,False,0.92,High,15571778
578,23,10,88980.32,1,1,1,125222.36,0,False,False,True,0.03,Low,15657085
611,34,4,0.0,2,1,0,170950.58,0,False,True,True,0.03,Low,15640627
616,41,1,103560.57,1,1,0,236.45,1,True,False,False,0.72,High,15566211
517,37,5,113308.84,1,0,1,31517.16,0,False,False,True,0.02,Low,15669293
637,40,6,0.0,2,1,1,181610.6,0,False,True,False,0.0,,15595067
806,32,3,63763.49,1,1,0,156593.09,0,False,False,False,0.05,Low,15753566
633,29,7,169988.35,1,1,0,4272.0,0,False,False,False,0.07,Low,15650391
624,35,0,180303.24,2,1,0,163587.9,0,True,False,False,0.06,Low,15681843
691,52,3,0.0,1,1,0,175843.68,1,False,False,True,0.99,High,15814846
819,49,1,120656.86,4,0,0,166164.3,1,True,False,False,0.94,High,15670374
